Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
TRN,TRINITY INDUSTRIES INC,,0.1491737,5528693.1646646,168866.62079,32.74,USD
TRTN,TRITON INTERNATIONAL LTD/BER,,0.058397492,2164334.7251097,74657.97603,28.99,USD
TGI,TRIUMPH GROUP INC,,0.043521174,1612986.8860875,61447.11947,26.25,USD
TBI,TRUEBLUE INC,,0.037264663,1381107.3341835,52215.77823,26.45,USD
TPC,TUTOR PERINI CORP,,0.029563632,1095690.823722,49355.44251,22.2,USD
UNF,UNIFIRST CORP/MA,,0.079189759,2934940.1425165,19176.34853,153.05,USD
UNP,UNION PACIFIC CORP,,3.444275185,127652130.75716,994098.05122,128.41,USD
UAL,UNITED CONTINENTAL HOLDINGS,,0.688612644,25521442.572241,377871.52165,67.54,USD
UPS,UNITED PARCEL SERVICE-CL B,,2.456626536,91047780.722458,855471.0206,106.43,USD
URI,UNITED RENTALS INC,,0.490642362,18184244.7745208,104965.62442,173.24,USD
UTX,UNITED TECHNOLOGIES CORP,,3.313520539,122806086.712682,942487.23494,130.3,USD
UNVR,UNIVAR INC,,0.110587893,4098621.4867784,139361.49224,29.41,USD
UFPI,UNIVERSAL FOREST PRODUCTS,,0.067220619,2491338.4654382,76211.02678,32.69,USD
ECOL,US ECOLOGY INC,,0.039384755,1459682.43865,27283.7839,53.5,USD
USG,USG CORP,,0.102568097,3801390.8633129,115578.92561,32.89,USD
VMI,VALMONT INDUSTRIES,,0.109869544,4071997.9338145,28111.82557,144.85,USD
VRSK,VERISK ANALYTICS INC,,0.529228489,19614328.3343624,194085.97204,101.06,USD
VRTV,VERITIV CORP,,0.011277504,417968.21055,14821.56775,28.2,USD
VVI,VIAD CORP,,0.035242111,1306147.25508,25312.9313,51.6,USD
VICR,VICOR CORP,,0.014828603,549579.431414,22027.23172,24.95,USD
VSLR,VIVINT SOLAR INC,,0.00287898,106701.10902,35567.03634,3.0,USD
VSEC,VSE CORP,,0.013724083,508643.5938614,10790.06351,47.14,USD
WNC,WABASH NATIONAL CORP,,0.04381448,1623857.428242,73378.1034,22.13,USD
WBC,WABCO HOLDINGS INC,,0.23225465,8607849.0902237,63344.24233,135.89,USD
WAB,WABTEC CORP,,0.231483049,8579251.9245222,107388.30798,79.89,USD
WAGE,WAGEWORKS INC,,0.056691314,2101100.151031,49206.09253,42.7,USD
WCN,WASTE CONNECTIONS INC,,0.625558154,23184509.6520244,327546.24952,90.92,CAD
WM,WASTE MANAGEMENT INC,,1.25866669,46648852.439067,546559.48962,85.35,USD
WSO,WATSCO INC,,0.168334637,6238838.0617804,37690.07468,165.53,USD
WTS,WATTS WATER TECHNOLOGIES-A,,0.066099054,2449770.9156585,32860.77687,74.55,USD
WBT,WELBILT INC,,0.086488237,3205437.204255,164381.39509,19.5,USD
WERN,WERNER ENTERPRISES INC,,0.05914699,2192112.706125,58456.33883,37.5,USD
WAIR,WESCO AIRCRAFT HOLDINGS INC,,0.016853393,624622.456208,67893.74524,9.2,USD
WCC,WESCO INTERNATIONAL INC,,0.098086031,3635275.997427,59643.57666,60.95,USD
WWD,WOODWARD INC,,0.129958023,4816519.499968,68416.47017,70.4,USD
GWW,WW GRAINGER INC,,0.469515366,17401233.5628404,68050.65724,255.71,USD
XPO,XPO LOGISTICS INC,,0.390864324,14486259.4240896,146355.41952,98.98,USD
XYL,XYLEM INC,,0.440836468,16338332.8965532,222988.02916,73.27,USD
YRCW,YRC WORLDWIDE INC,,0.009798724,363161.4938,41504.17072,8.75,USD
