Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
SONC,SONIC CORP,,0.029013737,741067.313467,29384.11235,25.22,USD
BID,SOTHEBY'S,,0.051820808,1323604.26192,26065.464,50.78,USD
TRK,SPEEDWAY MOTORSPORTS INC,,0.006725833,171790.884276,8742.53864,19.65,USD
SPWH,SPORTSMAN'S WAREHOUSE HOLDIN,,0.005074984,129624.9836022,25873.25022,5.01,USD
SSI,STAGE STORES INC,,0.000846309,21616.398211,11377.05169,1.9,USD
SMP,STANDARD MOTOR PRODS,,0.025978516,663541.8660089,14291.23123,46.43,USD
SBUX,STARBUCKS CORP,,2.237795831,57157659.4819493,1017583.39829,56.17,USD
SHOO,STEVEN MADDEN LTD,,0.065411591,1670739.306948,37629.26367,44.4,USD
SRI,STONERIDGE INC,,0.016732692,427385.5192704,18720.34688,22.83,USD
STRA,STRAYER EDUCATION INC,,0.025337209,647161.6260888,7420.72728,87.21,USD
RGR,STURM RUGER & CO INC,,0.021880758,558877.14472,12364.5386,45.2,USD
SUP,SUPERIOR INDUSTRIES INTL,,0.00895088,228622.8966875,15821.65375,14.45,USD
TLRD,TAILORED BRANDS INC,,0.028128202,718449.0078858,30742.36234,23.37,USD
TPR,TAPESTRY INC,,0.392029161,10013187.5278501,199188.13463,50.27,USD
TGT,TARGET CORP,,1.061621786,27115885.9562325,365788.29025,74.13,USD
TMHC,TAYLOR MORRISON HOME CORP-A,,0.069054323,1763781.781368,78181.81655,22.56,USD
TGNA,TEGNA INC,,0.072615952,1854752.71932,143113.63575,12.96,USD
TPX,TEMPUR SEALY INTERNATIONAL I,,0.062009906,1583853.6494478,32495.97147,48.74,USD
TEN,TENNECO INC,,0.077335702,1975304.319732,37581.89345,52.56,USD
TSLA,TESLA INC,,1.219014489,31136001.8218074,94086.36818,330.93,USD
TXRH,TEXAS ROADHOUSE INC,,0.104276343,2663420.6993176,47671.75048,55.87,USD
THO,THOR INDUSTRIES INC,,0.1796346,4588217.2045568,37145.54084,123.52,USD
TIF,TIFFANY & CO,,0.348588901,8903638.7816352,87772.46433,101.44,USD
TTS,TILE SHOP HLDGS INC,,0.004770067,121836.8000275,22773.23365,5.35,USD
TWX,TIME WARNER INC,,1.999325769,51066670.1389736,548160.90746,93.16,USD
TJX,TJX COMPANIES INC,,1.454499593,37150749.5596684,448463.90101,82.84,USD
TOL,TOLL BROTHERS INC,,0.188141816,4805508.051248,109614.69095,43.84,USD
BLD,TOPBUILD CORP,,0.06693455,1709638.63892,25141.74469,68.0,USD
TOWR,TOWER INTERNATIONAL INC,,0.014651968,374239.775352,14311.27248,26.15,USD
TSCO,TRACTOR SUPPLY COMPANY,,0.222915313,5693690.818405,89158.95425,63.86,USD
TPH,TRI POINTE GROUP INC,,0.064963921,1659304.946508,106982.9108,15.51,USD
TRCO,TRIBUNE MEDIA CO - A,,0.094902297,2423989.3305124,58437.54413,41.48,USD
TRIP,TRIPADVISOR INC,,0.124317025,3175298.705012,79861.63745,39.76,USD
TRNC,TRONC INC,,0.008146722,208083.1324404,10770.34847,19.32,USD
TUES,TUESDAY MORNING CORP,,0.003831569,97865.7374835,31068.48809,3.15,USD
TUP,TUPPERWARE BRANDS CORP,,0.069358026,1771538.9466352,35992.25816,49.22,USD
FOX,TWENTY-FIRST CENTURY FOX - B,,0.430156793,10987041.4348079,309232.80143,35.53,USD
FOXA,TWENTY-FIRST CENTURY FOX-A,,1.043218432,26645828.4950696,741810.37013,35.92,USD
ULTA,ULTA BEAUTY INC,,0.326130399,8330004.9480349,41502.69019,200.71,USD
UAA,UNDER ARMOUR INC-CLASS A,,0.082731105,2113113.4018026,130924.00259,16.14,USD
UA,UNDER ARMOUR INC-CLASS C,,0.074752433,1909322.5942272,132683.98848,14.39,USD
UFI,UNIFI INC,,0.014592558,372722.3248944,10582.68952,35.22,USD
UEIC,UNIVERSAL ELECTRONICS INC,,0.019283562,492539.705259,9980.54114,49.35,USD
URBN,URBAN OUTFITTERS INC,,0.075848088,1937307.7546284,55099.76549,35.16,USD
MTN,VAIL RESORTS INC,,0.22891147,5846844.3362744,28181.63752,207.47,USD
VRA,VERA BRADLEY INC,,0.005142762,131356.164744,13031.36555,10.08,USD
VFC,VF CORP,,0.680491123,17381067.298903,235835.37719,73.7,USD
VIAB,VIACOM INC-CLASS B,,0.322892757,8247309.2500591,248937.79807,33.13,USD
VSTO,VISTA OUTDOOR INC,,0.027561833,703982.8438468,41000.74804,17.17,USD
VC,VISTEON CORP,,0.106162606,2711599.5207422,21963.38507,123.46,USD
VSI,VITAMIN SHOPPE INC,,0.00227993,58233.8521765,15125.67589,3.85,USD
DIS,WALT DISNEY CO/THE,,4.368003279,111567302.345908,1087718.65405,102.57,USD
W,WAYFAIR INC- CLASS A,,0.084230165,2151402.3137728,27136.75976,79.28,USD
WTW,WEIGHT WATCHERS INTL INC,,0.052311132,1336128.1104776,20622.44344,64.79,USD
WEN,WENDY'S CO/THE,,0.086089159,2198884.638145,137602.29275,15.98,USD
WHR,WHIRLPOOL CORP,,0.323278217,8257154.6585735,51424.01855,160.57,USD
WOW,WIDEOPENWEST INC,,0.007010676,179066.321568,18594.6336,9.63,USD
JW/A,WILEY (JOHN) & SONS-CLASS A,,0.080780036,2063279.291724,32213.57208,64.05,USD
WLH,WILLIAM LYON HOMES-CL A,,0.01982597,506393.85504,19627.6688,25.8,USD
WSM,WILLIAMS-SONOMA INC,,0.116724295,2981365.6042032,57378.09092,51.96,USD
WING,WINGSTOP INC,,0.034855981,890289.5761551,20174.24827,44.13,USD
WINA,WINMARK CORP,,0.008967912,229057.92855,1757.253,130.35,USD
WGO,WINNEBAGO INDUSTRIES,,0.034732137,887126.35689,20972.2543,42.3,USD
WWW,WOLVERINE WORLD WIDE INC,,0.077291092,1974164.88364,68074.65116,29.0,USD
WWE,WORLD WRESTLING ENTERTAIN-A,,0.038537422,984320.75811,25998.9635,37.86,USD
WYN,WYNDHAM WORLDWIDE CORP,,0.328283684,8385004.0337129,72528.36289,115.61,USD
WYNN,WYNN RESORTS LTD,,0.370054306,9451906.9823488,57838.12864,163.42,USD
YUM,YUM! BRANDS INC,,0.720120267,18393272.719894,230781.33902,79.7,USD
ZOES,ZOE'S KITCHEN INC,,0.008287139,211669.6776624,14487.99984,14.61,USD
ZUMZ,ZUMIEZ INC,,0.010785063,275471.49856,13983.3248,19.7,USD
