Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
TEL,TE CONNECTIVITY LTD,,0.528496455,98168123.9207592,980896.52199,100.08,USD
TECD,TECH DATA CORP,,0.058814007,10924691.6066692,105624.01244,103.43,USD
TDC,TERADATA CORP,,0.071970965,13368594.2939502,350605.67254,38.13,USD
TER,TERADYNE INC,,0.13282369,24671977.165351,549487.24199,44.9,USD
TXN,TEXAS INSTRUMENTS INC,,1.575895202,292722257.377414,2747791.77112,106.53,USD
TIVO,TIVO CORP,,0.026829835,4983637.232553,339022.94099,14.7,USD
TSS,TOTAL SYSTEM SERVICES INC,,0.21626221,40170667.6236796,460567.15918,87.22,USD
TTD,TRADE DESK INC/THE -CLASS A,,0.023116277,4293844.428188,79047.20965,54.32,USD
TVPT,TRAVELPORT WORLDWIDE LTD,,0.026376971,4899517.7843775,343825.80943,14.25,USD
TRMB,TRIMBLE INC,,0.141323538,26250822.4672034,701518.50527,37.42,USD
TRUE,TRUECAR INC,,0.011928855,2215782.8747952,202539.56808,10.94,USD
TTEC,TTEC HOLDINGS INC,,0.008513747,1581427.039335,44235.72138,35.75,USD
TTMI,TTM TECHNOLOGIES,,0.020781253,3860114.2827504,240056.85838,16.08,USD
TCX,TUCOWS INC-CLASS A,,0.006970721,1294810.2807755,22343.57689,57.95,USD
TWLO,TWILIO INC - A,,0.031072529,5771716.9792792,165094.87927,34.96,USD
TWTR,TWITTER INC,,0.302318511,56155610.4240248,1741799.33077,32.24,USD
TYL,TYLER TECHNOLOGIES INC,,0.10796763,20054968.4959988,98521.16573,203.56,USD
UBNT,UBIQUITI NETWORKS INC,,0.027476147,5103689.582868,78277.44759,65.2,USD
ULTI,ULTIMATE SOFTWARE GROUP INC,,0.102964333,19125606.8159707,78728.87999,242.93,USD
UCTT,ULTRA CLEAN HOLDINGS INC,,0.009825202,1825029.550186,93831.85348,19.45,USD
UIS,UNISYS CORP,,0.008150232,1513904.34048,135170.0304,11.2,USD
OLED,UNIVERSAL DISPLAY CORP,,0.079506102,14768244.510138,117628.39116,125.55,USD
UPLD,UPLAND SOFTWARE INC,,0.003693585,686082.774813,28468.16493,24.1,USD
VRNS,VARONIS SYSTEMS INC,,0.0125867,2337977.434974,41712.35388,56.05,USD
VDSI,VASCO DATA SECURITY INTL,,0.005309982,986328.231064,81514.72984,12.1,USD
VECO,VEECO INSTRUMENTS INC,,0.013295054,2469554.109858,136063.58732,18.15,USD
PAY,VERIFONE SYSTEMS INC,,0.028013698,5203539.5237214,311402.72434,16.71,USD
VRNT,VERINT SYSTEMS INC,,0.036126339,6710461.20085,173173.19228,38.75,USD
VRSN,VERISIGN INC,,0.154689434,28733535.3103596,249813.38298,115.02,USD
VERI,VERITONE INC,,0.001191995,221412.9049824,17406.67492,12.72,USD
VSM,VERSUM MATERIALS INC,,0.060374517,11214555.941604,301466.55757,37.2,USD
VSAT,VIASAT INC,,0.056633144,10519596.6095,153012.31432,68.75,USD
VIAV,VIAVI SOLUTIONS INC,,0.032619016,6058976.5682649,631801.51911,9.59,USD
VRTU,VIRTUSA CORP,,0.019490077,3620278.3935535,76168.28095,47.53,USD
V,VISA INC-CLASS A SHARES,,3.290881242,611280613.2923,5077081.50575,120.4,USD
VSH,VISHAY INTERTECHNOLOGY INC,,0.036633736,6804710.0476725,372860.82453,18.25,USD
VMW,VMWARE INC-CLASS A,,0.131816054,24484809.0466296,198001.04356,123.66,USD
WEB,WEB.COM GROUP INC,,0.011085296,2059091.898314,115679.32013,17.8,USD
WDC,WESTERN DIGITAL CORP,,0.384619498,71443004.2704549,818643.33987,87.27,USD
WU,WESTERN UNION CO,,0.136393021,25334979.7184946,1288656.14031,19.66,USD
WEX,WEX INC,,0.087360442,16227186.9375064,107379.47947,151.12,USD
WDAY,WORKDAY INC-CLASS A,,0.248325081,46126340.3840845,372136.67111,123.95,USD
WK,WORKIVA INC,,0.008140449,1512087.06924,66319.6083,22.8,USD
WP,WORLDPAY INC-CLASS A,,0.361098368,67073958.6420618,822892.38918,81.51,USD
XCRA,XCERRA CORP,,0.007822316,1452993.916234,146029.53932,9.95,USD
XRX,XEROX CORP,,0.098724319,18338024.967483,600262.68306,30.55,USD
XLNX,XILINX INC,,0.263089015,48868738.422012,690236.41839,70.8,USD
XOXO,XO GROUP INC,,0.006936028,1288366.106688,67102.40139,19.2,USD
XPER,XPERI CORP,,0.016247095,3017895.0858255,138118.76823,21.85,USD
YELP,YELP INC,,0.049869682,9263284.8096789,215375.14089,43.01,USD
YEXT,YEXT INC,,0.005817683,1080633.762875,86450.70103,12.5,USD
ZBRA,ZEBRA TECHNOLOGIES CORP-CL A,,0.111380528,20688913.620804,147063.6453,140.68,USD
ZEN,ZENDESK INC,,0.063955901,11879797.5626176,278345.77232,42.68,USD
ZG,ZILLOW GROUP INC - A,,0.03601854,6690437.614458,139967.31411,47.8,USD
Z,ZILLOW GROUP INC - C,,0.0764075,14192679.8051412,295927.43547,47.96,USD
ZNGA,ZYNGA INC - CL A,,0.039717678,7377551.7214208,2144637.12832,3.44,USD
