Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
PNFP,PINNACLE FINANCIAL PARTNERS,,0.116939724,9058326.2678985,138612.49071,65.35,USD
PJC,PIPER JAFFRAY COS,,0.029595145,2292484.29835,26970.40351,85.0,USD
PJT,PJT PARTNERS INC - A,,0.020734604,1606133.513916,33356.87464,48.15,USD
PNC,PNC FINANCIAL SERVICES GROUP,,1.813009886,140438462.727882,900304.26776,155.99,USD
BPOP,POPULAR INC,,0.104856661,8122354.1743038,191519.78718,42.41,USD
PRAA,PRA GROUP INC,,0.041192369,3190822.6472815,85202.20687,37.45,USD
PFBC,PREFERRED BANK/LOS ANGELES,,0.019872662,1539366.253125,24629.86005,62.5,USD
PRI,PRIMERICA INC,,0.101786491,7884534.13231,84326.56826,93.5,USD
PFG,PRINCIPAL FINANCIAL GROUP,,0.428894093,33222779.1873569,542944.58551,61.19,USD
PRA,PROASSURANCE CORP,,0.061364439,4753381.437619,100388.20354,47.35,USD
PGR,PROGRESSIVE CORP,,0.815638564,63180585.5118407,1093278.86333,57.79,USD
PB,PROSPERITY BANCSHARES INC,,0.119977068,9293603.5065264,124013.92456,74.94,USD
PFS,PROVIDENT FINANCIAL SERVICES,,0.038454487,2978742.1957661,118817.00023,25.07,USD
PRU,PRUDENTIAL FINANCIAL INC,,1.076315304,83372996.4301347,802203.37179,103.93,USD
PZN,PZENA INVESTMENT MANAGM-CL A,,0.00428934,332258.7212303,30566.57969,10.87,USD
QCRH,QCR HOLDINGS INC,,0.013466252,1043116.106552,23626.63888,44.15,USD
RDN,RADIAN GROUP INC,,0.106866179,8278014.4216064,404199.92293,20.48,USD
RJF,RAYMOND JAMES FINANCIAL INC,,0.289770591,22446064.2607996,243925.93198,92.02,USD
RWT,REDWOOD TRUST INC,,0.027383109,2121136.709966,144688.7251,14.66,USD
RF,REGIONS FINANCIAL CORP,,0.558292939,43246207.7515782,2245389.81057,19.26,USD
RGA,REINSURANCE GROUP OF AMERICA,,0.236989844,18357588.4922529,121116.23997,151.57,USD
RNR,RENAISSANCERE HOLDINGS LTD,,0.124423386,9638021.9935962,75717.03978,127.29,USD
RNST,RENASANT CORP,,0.050248441,3892319.5842932,92762.62117,41.96,USD
RBCAA,REPUBLIC BANCORP INC-CLASS A,,0.009377001,726356.6107002,19457.71794,37.33,USD
RSO,RESOURCE CAPITAL CORP,,0.006410553,496571.076762,57077.13526,8.7,USD
RLI,RLI CORP,,0.055299691,4283596.9443806,70419.15082,60.83,USD
STBA,S & T BANCORP INC,,0.033365187,2584517.393632,65680.23872,39.35,USD
SPGI,S&P GLOBAL INC,,1.181302569,91505467.2958768,482827.49734,189.52,USD
SFE,SAFEGUARD SCIENTIFICS INC,,1.5932e-05,1234.154805,99.1289,12.45,USD
SAFT,SAFETY INSURANCE GROUP INC,,0.025079167,1942669.9319535,27151.22197,71.55,USD
SASR,SANDY SPRING BANCORP INC,,0.031802022,2463432.305894,63523.2673,38.78,USD
SC,SANTANDER CONSUMER USA HOLDI,,0.049163632,3808288.6772632,236246.19586,16.12,USD
SCHW,SCHWAB (CHARLES) CORP,,1.521354217,117846377.542063,2264099.47247,52.05,USD
SBCF,SEACOAST BANKING CORP/FL,,0.023580357,1826569.806862,69929.93135,26.12,USD
SEIC,SEI INVESTMENTS COMPANY,,0.235088318,18210293.4577956,252429.90654,72.14,USD
SIGI,SELECTIVE INSURANCE GROUP,,0.080256191,6216764.8391355,109933.94941,56.55,USD
SFBS,SERVISFIRST BANCSHARES INC,,0.044187275,3422812.587944,84723.08386,40.4,USD
SBNY,SIGNATURE BANK,,0.196787501,15243454.8071442,103401.53851,147.42,USD
SFNC,SIMMONS FIRST NATL CORP-CL A,,0.05287831,4096033.2,142968.0,28.65,USD
SLM,SLM CORP,,0.115100372,8915847.3374454,812007.95423,10.98,USD
SSB,SOUTH STATE CORP,,0.077441879,5998764.0059105,68990.96039,86.95,USD
SONA,SOUTHERN NATL BANCORP OF VA,,0.006561214,508241.5404122,33305.47447,15.26,USD
SBSI,SOUTHSIDE BANCSHARES INC,,0.023043433,1784978.8820728,52778.79604,33.82,USD
STWD,STARWOOD PROPERTY TRUST INC,,0.127121064,9846988.1550747,490143.76083,20.09,USD
STFC,STATE AUTO FINANCIAL CORP,,0.011198775,867473.9235435,31373.37879,27.65,USD
STBZ,STATE BANK FINANCIAL CORP,,0.026170026,2027169.47066,69902.39554,29.0,USD
STT,STATE STREET CORP,,0.948553372,73476365.7524652,702585.25294,104.58,USD
STL,STERLING BANCORP/DE,,0.12180071,9434865.60261,405800.67108,23.25,USD
STC,STEWART INFORMATION SERVICES,,0.016825954,1303363.6761504,33436.72848,38.98,USD
SF,STIFEL FINANCIAL CORP,,0.104789139,8117123.757264,128394.8712,63.22,USD
SYBT,STOCK YARDS BANCORP INC,,0.018395176,1424917.9006035,40653.86307,35.05,USD
STI,SUNTRUST BANKS INC,,0.804232838,62297080.8843453,901680.14017,69.09,USD
SLD,SUTHERLAND ASSET MANAGEMENT,,0.006052022,468798.73878,33970.9231,13.8,USD
SIVB,SVB FINANCIAL GROUP,,0.319839771,24775267.9786864,99029.77048,250.18,USD
SYF,SYNCHRONY FINANCIAL,,0.691550326,53568524.633109,1494240.57554,35.85,USD
SNV,SYNOVUS FINANCIAL CORP,,0.145102179,11239832.3034708,228173.61558,49.26,USD
TROW,T ROWE PRICE GROUP INC,,0.641750067,49710921.9624192,451589.04399,110.08,USD
TCF,TCF FINANCIAL CORP,,0.088660456,6867771.8019168,306870.94736,22.38,USD
AMTD,TD AMERITRADE HOLDING CORP,,0.35553367,27540170.908797,479376.34306,57.45,USD
TCBI,TEXAS CAPITAL BANCSHARES INC,,0.109507832,8482640.8298265,93164.64393,91.05,USD
TPL,TEXAS PACIFIC LAND TRUST,,0.079418229,6151855.05429,11899.13937,517.0,USD
TFSL,TFS FINANCIAL CORP,,0.020184854,1563549.1155072,106219.36926,14.72,USD
TPRE,THIRD POINT REINSURANCE LTD,,0.029684418,2299399.548875,160797.17125,14.3,USD
TMP,TOMPKINS FINANCIAL CORP,,0.025669522,1988399.6445208,25917.61789,76.72,USD
TMK,TORCHMARK CORP,,0.222791362,17257752.785293,207499.7329,83.17,USD
TOWN,TOWNE BANK,,0.044728222,3464715.1540715,121782.60647,28.45,USD
TRV,TRAVELERS COS INC/THE,,0.930170385,72052391.9720761,518474.43313,138.97,USD
TCBK,TRICO BANCSHARES,,0.0186856,1447414.6533035,38649.25643,37.45,USD
TSC,TRISTATE CAPITAL HLDGS INC,,0.012714822,984909.17707,43292.71108,22.75,USD
TRUP,TRUPANION INC,,0.01426273,1104812.5108675,36765.80735,30.05,USD
TRST,TRUSTCO BANK CORP NY,,0.019607996,1518864.790794,179747.31252,8.45,USD
TRMK,TRUSTMARK CORP,,0.051453494,3985664.7531717,127622.95079,31.23,USD
TWO,TWO HARBORS INVESTMENT CORP,,0.06232825,4828039.707424,327991.82795,14.72,USD
UMBF,UMB FINANCIAL CORP,,0.075564077,5853306.664431,79799.68186,73.35,USD
UMPQ,UMPQUA HOLDINGS CORP,,0.114293205,8853322.9681397,413513.45017,21.41,USD
UBSH,UNION BANKSHARES CORP,,0.053731158,4162096.0204758,110635.19459,37.62,USD
UBSI,UNITED BANKSHARES INC,,0.085873217,6651868.104715,187376.56633,35.5,USD
UCBI,UNITED COMMUNITY BANKS/GA,,0.055210476,4276686.2560968,138225.15372,30.94,USD
UBNK,UNITED FINANCIAL BANCORP INC,,0.019394891,1502357.3783108,96181.65034,15.62,USD
UFCS,UNITED FIRE GROUP INC,,0.023051775,1785625.1105686,40009.52522,44.63,USD
UIHC,UNITED INSURANCE HOLDINGS CO,,0.012356212,957130.6986735,48758.56845,19.63,USD
UVE,UNIVERSAL INSURANCE HOLDINGS,,0.023665718,1833182.016509,62565.93913,29.3,USD
UVSP,UNIVEST CORP OF PENNSYLVANIA,,0.019657774,1522720.675521,54577.80199,27.9,USD
UNM,UNUM GROUP,,0.269984634,20913414.4124206,424121.16026,49.31,USD
USB,US BANCORP,,2.157007865,167085061.718514,3142468.71767,53.17,USD
VR,VALIDUS HOLDINGS LTD,,0.13024795,10089201.4607408,149292.71176,67.58,USD
VLY,VALLEY NATIONAL BANCORP,,0.095284361,7380869.4653362,586714.58389,12.58,USD
VBTX,VERITEX HOLDINGS INC,,0.011459583,887676.494265,31770.81225,27.94,USD
VIRT,VIRTU FINANCIAL INC-CLASS A,,0.03457341,2678108.20011,91092.11565,29.4,USD
VRTS,VIRTUS INVESTMENT PARTNERS,,0.021730491,1683276.44984,13696.3096,122.9,USD
VOYA,VOYA FINANCIAL INC,,0.219237839,16982491.602629,337422.8413,50.33,USD
WDR,WADDELL & REED FINANCIAL-A,,0.040247529,3117633.94531,157059.6446,19.85,USD
WD,WALKER & DUNLOP INC,,0.035000561,2711195.9395773,56028.02107,48.39,USD
WAFD,WASHINGTON FEDERAL INC,,0.073958844,5728962.9068295,166297.90731,34.45,USD
WASH,WASHINGTON TRUST BANCORP,,0.019901403,1541592.5689345,29335.72919,52.55,USD
WSBF,WATERSTONE FINANCIAL INC,,0.010656868,825497.01093,47442.35695,17.4,USD
WBS,WEBSTER FINANCIAL CORP,,0.121886757,9441530.8554941,173270.89109,54.49,USD
WFC,WELLS FARGO & CO,,6.554019254,507684153.200151,8858561.38894,57.31,USD
WSBC,WESBANCO INC,,0.044129298,3418321.589942,82667.99492,41.35,USD
WTBA,WEST BANCORPORATION,,0.009076919,703111.783469,28639.99118,24.55,USD
WABC,WESTAMERICA BANCORPORATION,,0.036537643,2830260.59721,49393.7277,57.3,USD
WAL,WESTERN ALLIANCE BANCORP,,0.143908583,11147374.5585963,188332.05877,59.19,USD
WMC,WESTERN ASSET MORTGAGE CAPIT,,0.009200586,712691.2422931,80167.74379,8.89,USD
WHG,WESTWOOD HOLDINGS GROUP INC,,0.009879587,765287.6594148,14078.13943,54.36,USD
WTM,WHITE MOUNTAINS INSURANCE GP,,0.074316997,5756705.9659928,7104.23779,810.32,USD
WLTW,WILLIS TOWERS WATSON PLC,,0.480909632,37251980.8112342,240350.86658,154.99,USD
WTFC,WINTRUST FINANCIAL CORP,,0.11436407,8858812.2953644,104813.20747,84.52,USD
WETF,WISDOMTREE INVESTMENTS INC,,0.027267486,2112180.3772497,217975.27113,9.69,USD
WMIH,WMIH CORP,,0.006581192,509789.0618524,401408.71012,1.27,USD
WRLD,WORLD ACCEPTANCE CORP,,0.01725987,1336975.421703,12396.61958,107.85,USD
WRB,WR BERKLEY CORP,,0.15988852,12385204.431173,182403.59987,67.9,USD
WSFS,WSFS FINANCIAL CORP,,0.036593364,2834576.8345485,58869.71619,48.15,USD
XL,XL GROUP LTD,,0.26747372,20718915.251271,484879.8327,42.73,USD
ZION,ZIONS BANCORPORATION,,0.266745197,20662482.710745,379964.74275,54.38,USD
