Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BK,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MLM,MMC,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TEL,TGT,TIF,TJX,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2016-05-26,,,,,,,,,,,,,,,,,,,,-0.02184709585871317,,,0.034770258852321205,,,,,,,,,,,,,,,,,,,,,,,,,,0.033415839253437274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025743135809425565,,,,,0.04247871948386276,,,,,0.024202388523975046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015094996223067121,,,,,0.0468547460979031,,,,,,,,,,,,,,,0.020526748838259015,,,,,,,,,,,,,0.04999999906975146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020375440317006485,,,,,,,,0.04490476634307082,,,,,0.0499999999986033,,,,,,,,0.049999999971640126,,,,,,0.022843220147207795,,,,,,,,,,,,,,,-0.043575592978886406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998857914,,,,0.03839076102697467,,,,,,,,,,,,,,,,,0.04266003006709565,,,,,,,,,,,,,,0.035078114347946256,,,,,0.04999999999412652,,,,,,,,,,,0.023718612618992403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015813352462097623,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03151381224292781,-0.02977831257313627,,,,,,,,,,,,,,0.02707285125158868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999995515791,,
2016-05-27,,,,,,,,,,,,,,,,,,,,-0.02184709585871317,,,0.034770258852321205,,,,,,,,,,,,,,,,,,,,,,,,,,0.033415839253437274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025743135809425565,,,,,0.04247871948386276,,,,,0.024202388523975046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015094996223067121,,,,,0.0468547460979031,,,,,,,,,,,,,,,0.020526748838259015,,,,,,,,,,,,,0.04999999906975146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020375440317006485,,,,,,,,0.04490476634307082,,,,,0.0499999999986033,,,,,,,,0.049999999971640126,,,,,,0.022843220147207795,,,,,,,,,,,,,,,-0.043575592978886406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998857914,,,,0.03839076102697467,,,,,,,,,,,,,,,,,0.04266003006709565,,,,,,,,,,,,,,0.035078114347946256,,,,,0.04999999999412652,,,,,,,,,,,0.023718612618992403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015813352462097623,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03151381224292781,-0.02977831257313627,,,,,,,,,,,,,,0.02707285125158868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999995515791,,
2016-05-31,,,,,,,,,,,,,,,,,,,,-0.02184709585871317,,,0.034770258852321205,,,,,,,,,,,,,,,,,,,,,,,,,,0.033415839253437274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025743135809425565,,,,,0.04247871948386276,,,,,0.024202388523975046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015094996223067121,,,,,0.0468547460979031,,,,,,,,,,,,,,,0.020526748838259015,,,,,,,,,,,,,0.04999999906975146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020375440317006485,,,,,,,,0.04490476634307082,,,,,0.0499999999986033,,,,,,,,0.049999999971640126,,,,,,0.022843220147207795,,,,,,,,,,,,,,,-0.043575592978886406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998857914,,,,0.03839076102697467,,,,,,,,,,,,,,,,,0.04266003006709565,,,,,,,,,,,,,,0.035078114347946256,,,,,0.04999999999412652,,,,,,,,,,,0.023718612618992403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015813352462097623,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03151381224292781,-0.02977831257313627,,,,,,,,,,,,,,0.02707285125158868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999995515791,,
2016-06-01,,,,,,,,,,,,,,,,,,,,-0.014687149472210018,,,,,,,,-0.019458659614802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03144046525524651,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999994330169,,0.017576282647451567,,,,,0.04167797865062446,,,,,,,,,,,,,,,,0.03181330720160338,,,,,,,,,,,,,0.014230071137947923,0.0312715449392938,,,,,,,,,,,,,,,,,0.010831172317880595,0.023198368118434325,,,,0.0499999999920994,,,,,,,,,,,,,,,0.014503644543098809,,,,,,,,,-0.016875615994607608,,,,,,,,,,,,,,,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020000371794513867,,,,,,,0.0425557116997851,,,,,0.048730441184019355,,,,,-0.02181096800160336,,,0.049999999956264245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041435205921605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0339303372929208,,,,,,,,,,,,,,0.042470148326025234,,,,,0.03271581960800676,,,,,,,,,,,0.049999999995629915,,,,,,,,,,,,,,,,,,0.025701308411889248,,,,,,,,,,,,,,,,,,,0.01864458694037597,,,,,,,,,,,,,,,,,,,,,,-0.010758957444110779,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02391645049772056,,,,,,,,,,,,,,,0.0499999999857954,,,,,,,,,,,,,,,0.024358497623691643,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,-0.014687149472210018,,,,,,,,-0.019458659614802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03144046525524651,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999994330169,,0.017576282647451567,,,,,0.04167797865062446,,,,,,,,,,,,,,,,0.03181330720160338,,,,,,,,,,,,,0.014230071137947923,0.0312715449392938,,,,,,,,,,,,,,,,,0.010831172317880595,0.023198368118434325,,,,0.0499999999920994,,,,,,,,,,,,,,,0.014503644543098809,,,,,,,,,-0.016875615994607608,,,,,,,,,,,,,,,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020000371794513867,,,,,,,0.0425557116997851,,,,,0.048730441184019355,,,,,-0.02181096800160336,,,0.049999999956264245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041435205921605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0339303372929208,,,,,,,,,,,,,,0.042470148326025234,,,,,0.03271581960800676,,,,,,,,,,,0.049999999995629915,,,,,,,,,,,,,,,,,,0.025701308411889248,,,,,,,,,,,,,,,,,,,0.01864458694037597,,,,,,,,,,,,,,,,,,,,,,-0.010758957444110779,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02391645049772056,,,,,,,,,,,,,,,0.0499999999857954,,,,,,,,,,,,,,,0.024358497623691643,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,,,-0.014687149472210018,,,,,,,,-0.019458659614802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03144046525524651,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999994330169,,0.017576282647451567,,,,,0.04167797865062446,,,,,,,,,,,,,,,,0.03181330720160338,,,,,,,,,,,,,0.014230071137947923,0.0312715449392938,,,,,,,,,,,,,,,,,0.010831172317880595,0.023198368118434325,,,,0.0499999999920994,,,,,,,,,,,,,,,0.014503644543098809,,,,,,,,,-0.016875615994607608,,,,,,,,,,,,,,,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020000371794513867,,,,,,,0.0425557116997851,,,,,0.048730441184019355,,,,,-0.02181096800160336,,,0.049999999956264245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041435205921605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0339303372929208,,,,,,,,,,,,,,0.042470148326025234,,,,,0.03271581960800676,,,,,,,,,,,0.049999999995629915,,,,,,,,,,,,,,,,,,0.025701308411889248,,,,,,,,,,,,,,,,,,,0.01864458694037597,,,,,,,,,,,,,,,,,,,,,,-0.010758957444110779,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02391645049772056,,,,,,,,,,,,,,,0.0499999999857954,,,,,,,,,,,,,,,0.024358497623691643,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,,,-0.014687149472210018,,,,,,,,-0.019458659614802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03144046525524651,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999994330169,,0.017576282647451567,,,,,0.04167797865062446,,,,,,,,,,,,,,,,0.03181330720160338,,,,,,,,,,,,,0.014230071137947923,0.0312715449392938,,,,,,,,,,,,,,,,,0.010831172317880595,0.023198368118434325,,,,0.0499999999920994,,,,,,,,,,,,,,,0.014503644543098809,,,,,,,,,-0.016875615994607608,,,,,,,,,,,,,,,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020000371794513867,,,,,,,0.0425557116997851,,,,,0.048730441184019355,,,,,-0.02181096800160336,,,0.049999999956264245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041435205921605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0339303372929208,,,,,,,,,,,,,,0.042470148326025234,,,,,0.03271581960800676,,,,,,,,,,,0.049999999995629915,,,,,,,,,,,,,,,,,,0.025701308411889248,,,,,,,,,,,,,,,,,,,0.01864458694037597,,,,,,,,,,,,,,,,,,,,,,-0.010758957444110779,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02391645049772056,,,,,,,,,,,,,,,0.0499999999857954,,,,,,,,,,,,,,,0.024358497623691643,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,,,-0.014687149472210018,,,,,,,,-0.019458659614802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03144046525524651,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999994330169,,0.017576282647451567,,,,,0.04167797865062446,,,,,,,,,,,,,,,,0.03181330720160338,,,,,,,,,,,,,0.014230071137947923,0.0312715449392938,,,,,,,,,,,,,,,,,0.010831172317880595,0.023198368118434325,,,,0.0499999999920994,,,,,,,,,,,,,,,0.014503644543098809,,,,,,,,,-0.016875615994607608,,,,,,,,,,,,,,,0.022691822015870774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020000371794513867,,,,,,,0.0425557116997851,,,,,0.048730441184019355,,,,,-0.02181096800160336,,,0.049999999956264245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041435205921605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0339303372929208,,,,,,,,,,,,,,0.042470148326025234,,,,,0.03271581960800676,,,,,,,,,,,0.049999999995629915,,,,,,,,,,,,,,,,,,0.025701308411889248,,,,,,,,,,,,,,,,,,,0.01864458694037597,,,,,,,,,,,,,,,,,,,,,,-0.010758957444110779,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02391645049772056,,,,,,,,,,,,,,,0.0499999999857954,,,,,,,,,,,,,,,0.024358497623691643,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,0.03342408320353184,,,,,,,,,,,,,-0.03501705932814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999984150986,,,,,,,,,,,,,,,,,,,0.02505217322839946,,0.03795124535616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023306622894995882,,,,,,,,0.031468696067720625,0.01007800744321184,,,,,,,,,,,,,0.04443160838067245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038272249628117934,,,,,,,,,,,,,,,,,-0.0499999999967329,,,,,,,,,,,,,,,,,-0.010625264075452672,,,0.049999999996406135,,,,,,0.04999999998299607,,,,,,,,,,,,,,,,,,,,,,,,0.049999999995848955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03228887876141445,,,,,,,,,,,,,,0.04999999999713165,,,,,0.04999999999543536,,,,,,,,,,,0.049999999993884874,,,,,,,,0.049999999969678396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010128729962058863,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031102735709320543,-0.04999999997576333,,,0.02968287056874198,,,,,,,,,,,,,,,,0.049999999995319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,0.03342408320353184,,,,,,,,,,,,,-0.03501705932814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999984150986,,,,,,,,,,,,,,,,,,,0.02505217322839946,,0.03795124535616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023306622894995882,,,,,,,,0.031468696067720625,0.01007800744321184,,,,,,,,,,,,,0.04443160838067245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038272249628117934,,,,,,,,,,,,,,,,,-0.0499999999967329,,,,,,,,,,,,,,,,,-0.010625264075452672,,,0.049999999996406135,,,,,,0.04999999998299607,,,,,,,,,,,,,,,,,,,,,,,,0.049999999995848955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03228887876141445,,,,,,,,,,,,,,0.04999999999713165,,,,,0.04999999999543536,,,,,,,,,,,0.049999999993884874,,,,,,,,0.049999999969678396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010128729962058863,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031102735709320543,-0.04999999997576333,,,0.02968287056874198,,,,,,,,,,,,,,,,0.049999999995319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,0.03342408320353184,,,,,,,,,,,,,-0.03501705932814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999984150986,,,,,,,,,,,,,,,,,,,0.02505217322839946,,0.03795124535616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023306622894995882,,,,,,,,0.031468696067720625,0.01007800744321184,,,,,,,,,,,,,0.04443160838067245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038272249628117934,,,,,,,,,,,,,,,,,-0.0499999999967329,,,,,,,,,,,,,,,,,-0.010625264075452672,,,0.049999999996406135,,,,,,0.04999999998299607,,,,,,,,,,,,,,,,,,,,,,,,0.049999999995848955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03228887876141445,,,,,,,,,,,,,,0.04999999999713165,,,,,0.04999999999543536,,,,,,,,,,,0.049999999993884874,,,,,,,,0.049999999969678396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010128729962058863,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031102735709320543,-0.04999999997576333,,,0.02968287056874198,,,,,,,,,,,,,,,,0.049999999995319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,0.03342408320353184,,,,,,,,,,,,,-0.03501705932814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999984150986,,,,,,,,,,,,,,,,,,,0.02505217322839946,,0.03795124535616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023306622894995882,,,,,,,,0.031468696067720625,0.01007800744321184,,,,,,,,,,,,,0.04443160838067245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038272249628117934,,,,,,,,,,,,,,,,,-0.0499999999967329,,,,,,,,,,,,,,,,,-0.010625264075452672,,,0.049999999996406135,,,,,,0.04999999998299607,,,,,,,,,,,,,,,,,,,,,,,,0.049999999995848955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03228887876141445,,,,,,,,,,,,,,0.04999999999713165,,,,,0.04999999999543536,,,,,,,,,,,0.049999999993884874,,,,,,,,0.049999999969678396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010128729962058863,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031102735709320543,-0.04999999997576333,,,0.02968287056874198,,,,,,,,,,,,,,,,0.049999999995319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,0.03342408320353184,,,,,,,,,,,,,-0.03501705932814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999984150986,,,,,,,,,,,,,,,,,,,0.02505217322839946,,0.03795124535616516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023306622894995882,,,,,,,,0.031468696067720625,0.01007800744321184,,,,,,,,,,,,,0.04443160838067245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038272249628117934,,,,,,,,,,,,,,,,,-0.0499999999967329,,,,,,,,,,,,,,,,,-0.010625264075452672,,,0.049999999996406135,,,,,,0.04999999998299607,,,,,,,,,,,,,,,,,,,,,,,,0.049999999995848955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03228887876141445,,,,,,,,,,,,,,0.04999999999713165,,,,,0.04999999999543536,,,,,,,,,,,0.049999999993884874,,,,,,,,0.049999999969678396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010128729962058863,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031102735709320543,-0.04999999997576333,,,0.02968287056874198,,,,,,,,,,,,,,,,0.049999999995319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
